text,label
Telewizja ESPN: Bokser Tyson Fury przyłapany na kokainie,__label__1
Ekstraklasa piłkarska: Ruch przegrał z Zagłębiem,__label__1
Rajd Korsyki: Sebastien Ogier liderem po pierwszym dniu,__label__1
Radość w Toronto. Kanadyjscy fani hokeja świętują zwycięstwo w pucharze świata,__label__1
Jest nowa lista zabronionych substancji Światowej Agencji Antydopingowej,__label__1
Startuje Silesia Marathon! W programie m.in. bieg o Puchar RMF FM,__label__1
Pierwsza w Norwegii walka boksu zawodowego od 35 lat. "Zakaz równał Norwegię z Koreą Płn.",__label__1
Liga Europejska: Inter Mediolan w odwrocie asysta Jędrzejczyka,__label__1
Trener reprezentacji Francji: Wykluczenie Benzemy jest w interesie zespołu,__label__1
Turniej WTA w Wuhan: Agnieszka Radwańska odpadła w ćwierćfinale,__label__1
UEFA ukarało Legię Warszawa. Mecz z Realem Madryt przy pustych trybunach?,__label__1
Adam Nawałka powołał kadrę na mecz z Danią i Armenią,__label__1
LM: Grad goli w środowych meczach. Milik zdobył bramkę dla Napoli,__label__1
Trener Lecha Poznań zaskoczony... profesjonalizmem polskiej ligi i frekwencją na stadionach,__label__1
Norweska biegaczka narciarska uratowana przez strażaków z bagna. "Paniczny strach pozostał",__label__1
"Lustereczko powiedz przecie..." czyli nowa zabawka Washington Wizards,__label__1
Brak Rajdu Polski w WRC? "Jesteśmy dobrej myśli",__label__1
Jakub Przygoński w RMF FM: Dakar 2017? Na pewno w nim wystartuję,__label__1
Agnieszka Radwańska awansowała do ćwierćfinału turnieju w Wuhan,__label__1
El. MŚ 2018: Włoski sędzia poprowadzi mecz Polska - Dania,__label__1
Nowa figurka Arkadiusza Milika w... neapolitańskiej szopce,__label__1
Piłkarska LM: Legia jutro rano spodziewa się ewentualnej kary od UEFA,__label__1
Marcin Gortat o grze w reprezentacji: Mój czas dobiegł końca. Będę już tylko kibicować,__label__1
El. MŚ 2018 w Piłce Nożnej: Co najmniej 1250 Duńczyków wybiera się do Warszawy,__label__1
Piłkarski skandal na Wyspach: Sam Allardyce nie jest już trenerem Anglików [FILM],__label__1
LM: Sporting Lizbona - Legia Warszawa 2:0. Magiera: Z optymizmem patrzę w przyszłość,__label__1
Trener Anglii bohaterem piłkarskiego skandalu? W tle duże pieniądze i transfery,__label__1
Borussia Dortmund kontra Real Madryt. Do sześciu razy sztuka?,__label__1
Estadio Jose Alvalade – arena meczu Sportingu z Legią,__label__1
Magiczny debiut Magiery,__label__1
Trener Legii przed meczem ze Sportingiem: Nie zastałem chaosu w szatni,__label__1
Polski sędzia poprowadzi hit Ligi Mistrzów!,__label__1
Najwcześniej w czwartek Nawałka ogłosi powołania na mecze z Danią i Armenią,__label__1
Nie żyje Arnold Palmer legendarny amerykański golfista,__label__1
Rankingi WTA: Agnieszka Radwańska nadal czwarta liderką Angelique Kerber,__label__1
Sporting Lizbona zarobił na swoich wychowankach ponad 175 mln euro,__label__1
Słynny baseballista zginął w wypadku łodzi,__label__1
Tym razem poza podium. Kubica zajął 4. miejsce w wyścigu na torze w Spa,__label__1
Legia jedzie do Lizbony czyli co czeka w tym tygodniu sportowych kibiców?,__label__1
Serbski kolarz zmarł po wypadku podczas wyścigu w Chinach,__label__1
Grał na komputerze teraz ściga się w mistrzostwach świata: Boję się marzyć,__label__1
Maraton Warszawski - Kenijczyk Omullo znów zwycięzcą,__label__1
Pierwszy polski mistrz świata we wspinaczce dla RMF FM: Moglibyśmy się pościgać z Usainem Boltem!,__label__1
Robert Kubica na podium. Zajął 3. miejsce w wyścigu Renault Sport Trophy,__label__1
Jacek Magiera nowym trenerem Legii Warszawa. "Wróciłem do po krótkiej rozłące domu",__label__1
Polski rugbysta: "Nie chcemy być myleni z futbolem amerykańskim!",__label__1
Agnieszka Radwańska odpadła w półfinale turnieju WTA w Tokio,__label__1
Ekstraklasa piłkarska: Mecz Wisła kontra Legia zakończony bezbramkowym remisem,__label__1
El. ME siatkarek: Polki pokonały Estonię,__label__1
Marco van Basten został dyrektorem technicznym FIFA,__label__1
Szef Włoskiego Komitetu Olimpijskiego: Rzym długo nie będzie się starał o organizację igrzysk,__label__1
Agnieszka Radwańska awansowała do półfinału turnieju w Tokio!,__label__1
Jacek Magiera rozwiązał kontrakt w Zagłębiem Sosnowiec. Teraz poprowadzi Legię Warszawa?,__label__1
Falcao w szpitalu z poważnym urazem głowy. Nie wiadomo kiedy wróci na boisko,__label__1
Krzysztof Ignaczak kończy karierę!,__label__1
FC Barcelona chce nowego klubowego mundialu,__label__1
?Flaga olimpijska już w Tokio,__label__1
Magda Linette awansowała do ćwierćfinału.Trudny prawie 3-godzinny pojedynek,__label__1
Lionel Messi nabawił się kontuzji w meczu z Atletico. Nie zagra przez trzy tygodnie,__label__1
Norwegowie do mistrzostw świata przygotowują się w saunie i solarium,__label__1
Rio: Zdyskwalifikowano trenerów którzy... rozebrali się podczas zawodów,__label__1
Polscy paraolimpijczycy wrócili do kraju. Były uściski i kwiaty,__label__1
Turniej WTA w Tokio: Agnieszka Radwańska awansowała do ćwierćfinału,__label__1
Euro 2020: Poznaliśmy logo turnieju,__label__1
Jacek Magiera jeszcze w tym tygodniu podpisze kontrakt z Legią? "Wszystko na to wskazuje",__label__1
Legia Warszawa oficjalnie rozstała się z Besnikiem Hasim,__label__1
Artur Boruc wybrany przez kibiców piłkarzem sierpnia w Bournemouth,__label__1
Popek w KSW! Jest oficjalne potwierdzenie,__label__1
Trener Borussii Dortmund: Błaszczykowski odszedł ze względu na Piszczka,__label__1
Aleksandar Vukovic tymczasowym trenerem Legii Warszawa,__label__1
?Kto zostanie trenerem Legii Warszawa? Lista jest długa,__label__1
Rio 2016: Aż 39 medali Polaków! I… 19 czwartych miejsc,__label__1
Jan Chmielewski i Michał Majewski w ścisłej czołówce Rajdu Nadwiślańskiego,__label__1
El. ME siatkarek: Polska - Węgry 3:1 Polki z kompletem zwycięstw,__label__1
Prezes Legii Warszawa: Besnik Hasi nie jest już trenerem. Albańczyk zaprzecza,__label__1
Kajetan Kajetanowicz dla RMF FM: Myślę o mistrzostwach świata,__label__1
Tydzień w sporcie: ?Sąd nad Besnikiem Hasi i emocje na żużlowym torze,__label__1
Puchar Davisa: Polacy przegrali z Niemcami 2:3 i wypadli z Grupy Światowej,__label__1
Włosi zachwyceni polskim piłkarzem! "Tu dowodzi Milik",__label__1
?Tylko w RMF FM: Kajetanowicz znów mistrzem Europy! "To coś niesamowitego",__label__1
Puchar Davisa: Majchrzak wygrał z Mayerem. Niemcy - Polska 2:2,__label__1
Kajetanowicz i Baran nadal wysoko w Rajdzie Lipawy,__label__1
Paraolimpiada: Męska drużyna tenisistów stołowych z brązowym medalem!,__label__1
Szef mechaników Kajetanowicza: Skrzynię biegów wymienimy w 20 minut,__label__1
Efektowna jazda Kajetanowicza. Zobacz!,__label__1
Paraolimpiada: Złoty medal Podkościelnej w kolarstwie! To 39. krążek Polaków,__label__1
Paraolimpiada: Irański kolarz zmarł po wypadku na trasie,__label__1
Krzysztof Głowacki stracił tytuł mistrza świata WBO,__label__1
Reprezentacja Polski koszykarzy rozgromiła w Tartu Estonię 94:63,__label__1
Bayern Monachium pokonał FC Ingolstadt. Robert Lewandowski znów zabłysnął,__label__1
El. ME siatkarek. Polska wygrała z Estonią 3:0!,__label__1
?Kajetanowicz trzeci w Rajdzie Lipawy: "Czasami jest... nudno!",__label__1
Kolejne sukcesy na paraolimpiadzie! Mamy trzy medale!,__label__1
Rajd Lipawy: Kajetanowicz i Baran w czołówce!,__label__1
Krychowiak chwalony po pierwszym całym meczu w Paris Saint-Germain,__label__1
Paraolimpiada: Srebrny medal florecistów na wózkach,__label__1
Najmłodszy kierowca rajdowy w Europie: "Zacząłem jeździć gdy miałem 8 lat",__label__1
Puchar Davisa: Debel zagra o zachowanie szans Polaków na zwycięstwo,__label__1
El. ME koszykarzy: Polacy walczą z Estonią o awans do finałów,__label__1
Ekstraklasa: Śląsk Wrocław rozgromiony przez Jagiellonię Białystok,__label__1
Rywal Kajetanowicza nie wierzy w zdobycie tytułu: Strata jest za duża,__label__1
Koniec Złotej Piłki FIFA. "France Football" zerwała współpracę z federacją,__label__1
Besnik Hasi wciąż jest trenerem Legii Warszawa. Klub dementuje że zwolnił szkoleniowca,__label__1
?Kajetanowicz: Pamiętam o głównym celu - jest nim mistrzostwo Europy,__label__1
Puchar Davisa: Rafael Nadal wycofany z piątkowego meczu. Powodem są kłopoty zdrowotne,__label__1
Agnieszka Radwańska z najlepszym zagraniem sierpnia,__label__1
Legia nie widzi powodu żeby zamykać stadion na mecz z Realem,__label__1
11 lat temu zginął Arkadiusz Gołaś,__label__1
Stephane Antiga pozostanie na stanowisku? PZPS na razie nie szuka zastępcy,__label__1
Legii grozi zamknięcie stadionu na mecz LM z Realem Madryt. Wcale nie za kibolskie burdy,__label__1
Rio 2016: Łuczniczka Milena Olszewska z brązem. To już 30. medal dla Polski!,__label__1
Puchar Davisa: Polacy zaczynają walkę o pozostanie w elicie. Faworytami gospodarze,__label__1
Liga Europejska: Gol Teodorczyka rekord Sykory szlagier w Rotterdamie,__label__1
Pekao Szczecin Open: Jerzy Janowicz odpadł w drugiej rundzie,__label__1
Paraolimpiada: Rafał Wilk zdobył już drugi medal!,__label__1
Paraolimpiada: Złoto Tokarza i brąz Kubas na torze kajakowym,__label__1
Paraolimpiada: Srebro Lucyny Kornobys w pchnięciu kulą!,__label__1
Legia vs Borussia w LM. Nemanja Nikolic: Nie wiem czy jest sens skupiać się na Lidze Mistrzów,__label__1
Niemieckie gazety o "meczu treningowym" Borussii i "nienawiści Legii na trybunach",__label__1
LM: Kibole Legii w akcji rozróba na stadionie. Zatrzymano pięć osób [FILM],__label__1
Hakerzy ujawnili kolejne "dopingowe" dokumenty. Polska mistrzyni z Rio wyjaśnia,__label__1
Liga Mistrzów: Real Madryt pokonał Sporting Lizbona 2:1,__label__1
Trener Legii po meczu z Borussią: Nie jest przyjemnie przegrać 0:6 ale to oddaje nasz poziom,__label__1
Liga Mistrzów: Legia Warszawa - Borussia Dortmund. Mistrzowie Polski przegrali 0:6,__label__1
Zdyskwalifikowany za doping Tomasz Zieliński może dostać... olimpijski medal,__label__1
Paraolimpiada. Mamy złoto i srebro w kolarstwie. Rafał Wilk mistrzem Anna Harkowska na podium,__label__1
Rosjanie zaprzeczają powiązaniom z hakerami którzy wykradli dane Światowej Agencji Antydopingowej,__label__1
Niemieckie media przed meczem Legia - Borussia: Mecz u outsidera czyli wyprawa na Księżyc,__label__1
Paraolimpiada – złoto Partyki srebro Czupera brąz Pęk i Niewiedział,__label__1
Angelique Kerber odpoczywa w Puszczykowie. "Reprezentuję Niemcy ale moje serce bije dla Polski",__label__1
Liga Mistrzów wraca po dwóch dekadach a Legia w kryzysie,__label__1
Aleksander Ceferin nowym prezydentem UEFA,__label__1
Liga Mistrzów: Bukmacherzy nie dają Legii większych szans w starciu z Borussią,__label__1
Legia Warszawa rozpoczyna rywalizację w Lidze Mistrzów. Na początek: starcie z Borussią Dortmund,__label__1
Włoskie media zachwycone Arkadiuszem Milikiem. "Piłkarz o złotej głowie",__label__1
Piłkarska LM: Gole Milika i Lewandowskiego Barcelona gromi,__label__1
Paraolimpiada: Złoty medal Sochala brązowy Grudnia,__label__1
Paraolimpiada - srebro pingpongisty Chojnowskiego brąz pływaczki Jabłońskiej,__label__1
Saganowski: Mam nadzieję że po sukcesie znajdzie się hala w której będziemy mogli grać,__label__1
Rio 2016: Maciej Lepiato ze złotem w skoku wzwyż i rekordem świata!,__label__1
Adrian Castro lepszy od przyszłego... teścia. "Umówiliśmy się: kto przegra płaci za wesele",__label__1
Startuje Liga Mistrzów. Cristiano Ronaldo prawie 4 razy droższy od… całej Legii,__label__1
Pekao Szczecin Open: Porażki Ciasia i Przysiężnego w pierwszej rundzie,__label__1
MKOl odstąpił od ukarania Ryana Lochtego za kłamstwo z Rio,__label__1
Paraolimpiada: Adrian Castro brązowym medalistą w szermierce,__label__1
Cristiano Ronaldo: Nie wiem zbyt wiele o Legii Warszawa,__label__1
Bartosz Bereszyński: Wierzę w naszą dobrą grę w Lidze Mistrzów,__label__1
Medalistka paraolimpijska z Rio chce poddać się eutanazji. "Były to moje ostatnie zawody",__label__1
Turnieje wielkoszlemowe pod dyktando Kerber i Djokovicia,__label__1
Brazylijski piłkarz Neymar: Rozpoczynam karierę muzyczną,__label__1
Trzy medale Polek w Rio! W sumie mamy już 8 osiem krążków - a będą kolejne,__label__1
Stan Wawrinka po zwycięstwie w US Open: Nie wiem jak to się stało,__label__1
Finał US Open: Zmęczony Djokovic szczęśliwy Wawrinka,__label__1
Challenger ATP w Genui: Triumf Janowicza,__label__1
Vuelta a Espana: Quintana wygrał drugi wielki wyścig,__label__1
Paraolimpiada: Michał Derus wicemistrzem igrzysk w biegu na 100 m,__label__1
Tomasz Majewski: Moim priorytetem będzie żebranie o pieniądze,__label__1
Sportowy tydzień pod znakiem piłki nożnej,__label__1
Radović w RMF FM: W Legii sporo się zmieniło,__label__1
Kolejny dzień Festiwalu Biegowego w Krynicy. W programie m.in. Bieg Kibica,__label__1
Chcą przeprowadzić 1500 testów antydopingowych na igrzyskach paraolimpijskich,__label__1
Cristiano Ronaldo: Nie myślę o niczym innym jak o zakończeniu kariery sportowej w Realu,__label__1
Ekstraklasa: Legia Warszawa w kryzysie udana pogoń Łęcznej,__label__1
US Open: Triumf Kerber w Nowym Jorku,__label__1
El. ME koszykarzy: Polacy wygrali z Portugalią i prowadzą w tabeli grupy D,__label__1
Wielki sukces młodych siatkarzy: Polacy ze złotym medalem! Po raz pierwszy od 20 lat,__label__1
Runmageddon Gdynia Classic: Zmierzyli się z lodem ogniem i wodą,__label__1
Paraolimpiada: Złoty medal Ewy Durskiej w pchnięciu kulą!,__label__1
PZLA: Dostaliśmy pismo ws. wykrycia niedozwolonego środka u Konrada Bukowieckiego,__label__1
Hickey stanie przed sądem za nielegalną sprzedaż biletów na igrzyska w Rio,__label__1
US Open: Wawrinka będzie finałowym rywalem Djokovica,__label__1
Lewandowski zdobył bramkę dla Bayernu Monachium!,__label__1
Ekstraklasa piłkarska: Lechia pokonuje Cracovię 1:0,__label__1
Ukarano klub za rasistowskie zachowanie kibiców. Trybuna w Rostowie zamknięta,__label__1
Paraolimpiada w Rio - Bartosz Tyszkowski zdobył srebro w pchnięciu kulą,__label__1
Festiwal Biegowy w Krynicy: Życiowa Dziesiątka o Puchar Radia RMF FM. To tu padają najlepsze wyniki!,__label__1
Ryan Lochte zdyskwalifikowany za zmyślony napad w Rio de Janeiro,__label__1
Liga Mistrzów: Bilety na Legię wyprzedane. "Faza sprzedaży otwartej w zasadzie się nie odbędzie",__label__1
Paraolimpiada: Mamy srebro w rzucie dyskiem!,__label__1
Super Globe: Piłkarze ręczni Vive Tauronu Kielce na podium,__label__1
Polska gwiazda paraolimpizmu: Trenujemy jak pełnosprawni sportowcy,__label__1
Paraolimpiada: Deszczowe otwarcie igrzysk na stadionie Maracana,__label__1
US Open - Murray wyeliminowany w ćwierćfinale,__label__1
US Open - Kubot odpadł w ćwierćfinale debla,__label__1
El. ME koszykarzy: Polska pokonała Estonię,__label__1
Agnieszka Radwańska bierze ślub. Caroline Wozniacki zdradza tajemnicę,__label__1
Rewanż Kliczko - Fury pod koniec października!,__label__1
US Open: Łukasz Kubot zagra o drugi w sezonie półfinał debla w Wielkim Szlemie,__label__1
Piłkarze Borussii Dortmund uczą się... medytacji,__label__1
Murray Nadal i del Potro powołani na wrześniowe mecze Pucharu Davisa,__label__1
Ponad 4300 sportowców w tym 90 z Polski. W środę startuje paraolimpiada,__label__1
Angelique Kerber po raz drugi w półfinale US Open,__label__1
Ana Ivanovic zakończyła tegoroczne starty z powodu kontuzji,__label__1
Super Globe piłkarzy ręcznych: Porażka Vive Tauron Kielce w półfinale,__label__1
Poland Business Run: Zebrano fundusze na zakup protez i rehabilitację,__label__1
Prezydent FIFA chce mistrzostw świata z udziałem 40 drużyn,__label__1
Michał Jurecki pomyślnie przeszedł operację,__label__1
Vive Tauron Kielce powalczy o finał rozgrywek Super Globe,__label__1
Jak sobie radzić bez Zlatana?,__label__1
US Open. Agnieszka Radwańska po porażce z 18-latką: Uważam że nie mogłam zrobić nic więcej,__label__1
Agnieszka Radwańska odpadła w 1/8 finału US Open,__label__1
Tomasz Majewski zakończył karierę. "Moje ostatnie pchnięcie w życiu",__label__1
?Joanna Sakowicz-Kostecka: Stawiam na wygraną Radwańskiej. Kluczowy będzie początek meczu,__label__1
Liga piłkarzy ręcznych bez remisów,__label__1
Jest postępowanie dyscyplinarne ws. stosowania dopingu przez braci Zielińskich,__label__1
El. MŚ 2018. Duńskie media po meczu naszych z Kazachstanem: Dostaliśmy od Polski zaskakujący prezent,__label__1
US Open: Agnieszka Radwańska zagra o swój pierwszy ćwierćfinał w Nowym Jorku,__label__1
Kazachstan - Polska w el. MŚ 2018. Piszczek: W pewnym momencie Kazachom udało się nas stłamsić,__label__1
Zdyskwalifikowana dyskobolka nie może oddać medalu bo… sprzedała go w internecie,__label__1
Kazachstan - Polska w el. MŚ 2018. Robert Lewandowski: Zimny prysznic nam się przyda,__label__1
Tenisista wysłał SMS-a do żony... podczas meczu. "Byłem sfrustrowany",__label__1
Kazachstan - Polska w el. MŚ 2018. Kamil Glik: Straciliśmy 2 punkty. Niedosyt musi być,__label__1
Nawałka po meczu z Kazachstanem: Nie ma co popadać w pesymizm,__label__1
Jakub Błaszczykowski po raz 85. wystąpił w polskiej kadrze,__label__1
Biało-czerwoni zremisowali z Kazachami w Astanie,__label__1
Formuła 1: Nico Rosberg wygrał wyścig o GP Włoch,__label__1
Pjongczang 2018: Polacy przegrali z Danią w turnieju kwalifikacyjnym hokeistów,__label__1
Karim Benzema może wrócić do reprezentacji Francji. "Nie chcemy nikogo karać dożywotnio",__label__1
Eliminacje MŚ 2018: Polscy kibice w Astanie wspierają rodaków,__label__1
Zdyskwalifikowana za doping Szarapowa stawia na... naukę. "Jest niezwykle dociekliwa",__label__1
Serena Williams ustanowiła kobiecy rekord wygranych w Wielkim Szlemie,__label__1
Trener Kazachstanu: Remis z Polską nie będzie satysfakcjonował. Powalczymy o zwycięstwo,__label__1
Agnieszka Radwańska awansowała do 1/8 finału US Open,__label__1
Joanna Jędrzejczyk w RMF FM: Jestem gotowa do walki z każdą rywalką typowaną do odebrania mi pasa,__label__1
Justyna Kowalczyk wygrała bieg na nartorolkach w Norwegii,__label__1
Formuła 1: Hamilton wygrał kwalifikacje Grand Prix Włoch,__label__1
Anita Włodarczyk Sportowcem Sierpnia w plebiscycie RMF FM i Interii,__label__1
Gratka dla miłośników mocnych wrażeń - Górski Runmageddon Myślenice,__label__1
Nawałka przed spotkaniem z Kazachstanem: Chcemy od początku kontrolować mecz,__label__1
Eliminacje MŚ 2018: Matusiak: Spodziewam się trudnej przeprawy polskich piłkarzy,__label__1
Polacy przed meczem z Kazachstanem: Krychowiakowi brakuje "rytmu meczowego" Grosicki nie zagra,__label__1
Koniec marzeń o Pjongczang. Polscy hokeiści z drugą porażką w walce o olimpijski awans,__label__1
El. MŚ 2018: Messi nie zagra z Wenezuelą z powodu kontuzji,__label__1
Lukas Podolski wiosną rozegra ostatni mecz w niemieckiej kadrze,__label__1
Eliminacje MŚ 2018: Kamil Grosicki nie zagra z Kazachstanem. Leczy kontuzję,__label__1
CBOS: Podczas IO Polacy najczęściej oglądali piłkę ręczną lekkoatletykę i siatkówkę,__label__1
Smolarek ciemności i klub z Tałdykorganu czyli skojarzenia z Kazachstanem,__label__1
Agnieszka Radwańska: Było dużo kłopotów dużo walki i dużo biegania,__label__1
Zrozumieć Ekstraklasę,__label__1
Walka o Pjongczang 2018: Polscy hokeiści rozgromieni przez Słoweńców,__label__1
Kamil Grosicki po zablokowanym transferze: Były różne obietnice które w ostatnim momencie anulowano,__label__1
Franz Beckenbauer i Niemiecki Związek Piłki Nożnej na celowniku śledczych. MŚ 2006 zostały kupione?,__label__1
Wielka kasa i wielkie nazwiska. Za nami rekordowe okno transferowe,__label__1
Kamil Grosicki pozostanie piłkarzem Rennes,__label__1
US Open: Tenisistka zemdlała podczas meczu,__label__1
Plebiscyt RMF FM i Interii: Wybierz z nami sportowca sierpnia!,__label__1
Zakupy w Chelsea Londyn. Klub za 53 mln funtów kupił Davida Luiza i Marcosa Alonso,__label__1
Reprezentanci Polski - Wszołek i Lewczuk - mają nowe kluby,__label__1
Legia się… roztyła,__label__1
Paraolimpiada: Sportowcy złożyli ślubowanie. Rafał Wilk chorążym,__label__1
US Open: Błyskawiczne zwycięstwo Radwańskiej w meczu z Pegulą,__label__1
30 mln euro za Paco Alcacera. Piłkarz przechodzi z Valencii do Barcelony,__label__1
Kolejny trener traci pracę w polskiej ekstraklasie. Necek nie jest już szkoleniowcem Piasta,__label__1
Wszedł na boisko choć nie mógł. Przyznano walkowera. Ragusa jak Bereszyński,__label__1
Adam Romer: Liczę na przełamanie Agnieszki w Nowym Jorku,__label__1
Eliminacje MŚ 2018. Robert Lewandowski: Każdy z nas zrobił postęp,__label__1
Jak kupić bilety na mecze Legii Warszawa w Lidze Mistrzów?,__label__1
US Open: Janowicz odpadł z turnieju. Przegrał w 1. rundzie z Djokovicem,__label__1
Z Ruchu Chorzów do FC Nantes. Mariusz Stępiński podpisał 4-letni kontrakt,__label__1
Vuelta a Espana: Huzarski miał wypadek i wycofał się z wyścigu. "W szpitalu przeżyłem horror",__label__1
Echa afery dopingowej: Rosja wykluczona także z udziału w paraolimpiadzie,__label__1
Eliminacje MŚ 2018. Arkadiusz Milik: Startujemy z innego pułapu niż w kwalifikacjach do Euro 2016,__label__1
Medaliści z Rio z w KPRM. "Chwile które przeżyliśmy dzięki waszym występom są niezapomniane",__label__1
Jan Urban nie jest już trenerem Lecha Poznań. "Lech potrzebuje nowych impulsów",__label__1
Anita Włodarczyk pobiła rekord świata! "Zrobiłam to dla Kamili i Tomka Majewskiego",__label__1
Rusza US Open. Pierwszego dnia zagrają Janowicz i Linette,__label__1
Potrójne podium dla RMF 4RACING Team na rajdzie Columna Medica Baja Poland,__label__1
Hołowczyc pokonany! Nasser Al-Attiyah wygrał Baja Poland i zdobył Puchar Świata FIA,__label__1
Anita Włodarczyk pobiła własny rekord świata w rzucie młotem,__label__1
Piąty Puchar Świata Rafała Sonika,__label__1
Turniej WTA w New Haven: Triumf Agnieszki Radwańskiej,__label__1
Columna Medica Baja Poland: Zawodnicy RMF 4RACING Team z czołowymi lokatami w swoich grupach,__label__1
Baja Poland: Hołowczyc drugi liderem Katarczyk Al-Attiyah,__label__1
?Columna Medica Baja Poland: Udany prolog dla zawodników RMF 4RACING Team,__label__1
Rusza Bundesliga. Czy ktoś zatrzyma Bayern?,__label__1
Marzena Sarapata prezesem Wisły Kraków,__label__1
Zieliński: Legia trafiła na zacnych rywali,__label__1
Afera z Ryanem Lochte. Pływak musi złożyć zeznania w Brazylii,__label__1
?RMF 4RACING Team z dużym wsparciem tuż przed startem Columna Medica Baja Poland,__label__1
Zaskoczenie? Cristiano Ronaldo najlepszym piłkarzem UEFA w sezonie 2015/16,__label__1
Legia Warszawa w grupie śmierci piłkarskiej Ligi Mistrzów. Przeciwnikami Real Borussia i Sporting,__label__1
Zakładają adidasy i wspierają charytatywne bieganie. Gwiazdy pojawią się na Kraków Business Run,__label__1
Piłkarska Liga Mistrzów: Legia Warszawa pozna rywali w fazie grupowej,__label__1
Rio: Kibice domagają się tytułu szlacheckiego dla lekkoatlety,__label__1
Rosja nadal wierzy w możliwość startu w Paraolimpiadzie,__label__1
Legia znów w raju. Ale awans wywalczyła w fatalnym stylu,__label__1
Poza legionistami jeszcze co najmniej 10 Polaków w Lidze Mistrzów,__label__1
Legia Warszawa awansowała do fazy grupowej Ligi Mistrzów. Zremisowała z Dundalk 1:1,__label__1
Kolejna zmiana właściciela Wisły Kraków,__label__1
Legia gra o awans do fazy grupowej Ligi Mistrzów. "Musi przerwać pasmo niepowodzeń polskich klubów",__label__1
Poznań nagrodził Monikę Michalik,__label__1
Paraolimpiada bez Rosji. CAS podtrzymało decyzję MKOl,__label__1
Semenya owacjami przywitana w RPA. To z nią przegrała Jóżwik,__label__1
Po Rio olimpijczycy dostaną mieszkania. To nagroda za najlepszy występ w historii,__label__1
Atacama Rally: Prolog z przygodami mrożącymi krew w żyłach,__label__1
W Rio zdobył medal ale wykonał antyrządowy gest. "Jak wrócę to mogą mnie zabić",__label__1
Piłkarska LM: Legia gra o wstęp do prestiżowych rozgrywek i 14 mln euro,__label__1
Ryan Lochte stracił kontrakt z firmą produkującą stroje pływackie - po aferze w Rio,__label__1
?Szymon Kołecki chce kierować zespołem który ma walczyć z dopingiem wśród ciężarowców,__label__1
Hasi: Rzeźniczaka Brzyskiego i Vranješa nie ma w kadrze meczowej na Dundalk z powodów sportowych,__label__1
Minister Bańka po Rio: Potrzebne są zmiany w polskim sporcie. Powstanie Agencja Antydopingowa?,__label__1
Rafał Sonik przed decydującą rundą Pucharu Świata,__label__1
Wisła Kraków znów będzie mieć nowego właściciela,__label__1
Rio: Najwięcej medali na głowę mieszkańca zdobyła... Grenada,__label__1
Rio: Ile są warte medale olimpijskie Polaków,__label__1
Klasyfikacja medalowa igrzysk olimpijskich w Rio de Janeiro. Zobacz które miejsce zajęli Polacy!,__label__1
Rio: Ciężarowiec z Mongolii wykluczony za doping,__label__1
Igrzyska w Rio de Janeiro zakończone,__label__1
Finlandia w rozpaczy po najgorszych igrzyskach w historii,__label__1
Polacy w maratonie się nie popisali. Najlepszy z reprezentantów na 39. miejscu,__label__1
Mieli łzy w oczach nie chcieli rozmawiać. Polscy szczypiorniści po przegranej z Niemcami,__label__1
Rio: Lekkoatleci zdyskwalifikowani. Zamieszanie wokół zawodników z czołówki na 5000 m,__label__1
Polska kontra Niemcy. Trwa bój o brązowy medal olimpijski,__label__1
Rajdowe mistrzostwa świata: Ogier po raz drugi z rzędu triumfuje w Niemczech,__label__1
Ostatni dzień Rio. Nasi piłkarze ręczni powalczą o medal! "Niemcy dla nikogo nie mają respektu",__label__1
Rio 2016. Joanna Jóźwik o swoim 5. miejscu: Wśród kobiet byłam druga,__label__1
Rio 2016. Euforia na Maracanie: Piłkarska reprezentacja Brazylii z olimpijskim złotem!,__label__1
Rio 2016. Trener Mai Włoszczowskiej: Ten medal się Majce należał,__label__1
Ekstraklasa: Sensacyjna porażka Legii. "Kilku piłkarzy nie może już grać w tej drużynie",__label__1
Polacy na siódmym miejscu w sztafecie 4x400 m,__label__1
Siódme miejsce Polek w sztafecie 4x400 m,__label__1
Kamila Lićwinko dziewiąta w skoku wzwyż w Rio,__label__1
Rio: Jóźwik piąta w biegu na 800 m,__label__1
Uderzył mnie w twarz używał wulgarnych słów. Rosjanka oskarża szefa federacji,__label__1
Maja Włoszczowska wicemistrzynią olimpijską. "Medal dedykuję Markowi Galińskiemu",__label__1
Uciekł z niewoli pobiegnie w maratonie. Niesamowita historia maratończyka z Sudanu Południowego,__label__1
Szczypiorniści po przegranej z Danią: Chcemy wyczyścić głowy. Przed Polakami bój z Niemcami,__label__1
Usain Bolt zdobywcą 9. złotego medalu olimpijskiego: Jestem największy,__label__1
Kłamstwo amerykańskich pływaków o rabunku którego nie było. "Zahamowania leżącego głupca",__label__1
Rio: Jóźwik Lićwinko Włoszczowska sztafety 4x400 m w sobotnich finałach,__label__1
Oktawia Nowacka: Wierzyłam że dobiegnę nawet jeśli miałabym paść zemdleć umrzeć…,__label__1
Wojciech Nowicki: To tylko brązowy medal jestem zawiedziony,__label__1
Rio: Nowacka i Nowicki z brązem finał nie dla szczypiornistów,__label__1
Wojciech Nowicki brązowym medalistą rzutu młotem w Rio,__label__1
Rio: Biało-czerwoni szczypiorniści przegrali z Danią,__label__1
