Marzenie by dogonić Niemcy nie jest już utopią,__label__2,,,
Czy żałuje brexitu? David Cameron przerywa milczenie,__label__2,,,
Sprawa znanego reżysera wraca do prokuratury,__label__2,,,
Żona dyplomaty brała udział w wypadku. Nastolatek zginął ona uciekła do USA,__label__2,,,
Oto największe lotniska na świecie. Najnowszy raport,__label__2,,,
Kolejki po latarki kłopoty na skrzyżowaniach. Milion osób bez prądu,__label__2,,,
"Gwiazda ""Gotowych na wszystko"" skazana za wręczenie łapówki",__label__2,,,
"Szwedzka marynarka wraca do bazy z zimnej wojny. ""Rosjanie mogliby użyć potężnej broni""",__label__2,,,
Huragan Humberto uderzył w Bermudy. Pozbawił mieszkańców prądu,__label__2,,,
Na pokładzie samolotu znaleziono fortunę. Sąd zdecydował do kogo należy,__label__2,,,
Płuca Ziemi są zagrożone musimy znaleźć wspólne rozwiązania,__label__2,,,
"Saudowie wzywają separatystów do oddania baz grożą ""neutralizacją""",__label__2,,,
Bahamy podnoszą się po ataku Doriana ale tuż za rogiem czai się Humberto,__label__2,,,
"Rosja chce podbić rynek ""limuzyną Putina"". Cena zwala z nóg",__label__2,,,
"Niemcy zawsze będą sprzyjać deeskalacji"". Merkel wzywa do powrotu do umowy,__label__2
Pożegnanie z Afryką. Papież wraca do Rzymu,__label__2
""Najnowszy zwrot akcji w bitwie o sądy"". Zagraniczne media o akcji hejtu wobec sędziów,__label__2
Mutacja bakterii uodparnia je na antybiotyki. ""Ciężko ją obejść",__label__2,,,
"Argentyna ""w sytuacji technicznego bankructwa"". Fernandez chce negocjacji z MFW",__label__2,,,
Wybory w Portugalii. Exit poll: zwycięstwo socjalistów ale bez większości w parlamencie,__label__2,,,
Furgonetka stanęław ogniu chwilę później wybuchła,__label__2,,,
Bruksela chce wydłużyć życie pralek lodówek i telewizorów. Przyjęto nowe przepisy,__label__2,,,
Chciałbym oddać hołd tymktórzy przelali za nas krew,__label__2,,,
Ogień trawi lasy w Portugalii. Podczas gaszenia pożaru zginął pilot śmigłowca,__label__2,,,
Google zapłaci Francji miliard euro,__label__2,,,
W obronie klimatu sparaliżowali centrum Londynu. Dziesiątki aktywistów zatrzymanych,__label__2,,,
Czeski turysta zginął od pioruna po słowackiej stronie Tatr,__label__2,,,
Rosyjski reżyser znów stanie przed sądem,__label__2,,,
Placido Domingo nie pokaże się już w swojej nowojorskiej pracy,__label__2,,,
"Macron nie potrafi zapobiec nawet pożarowi w kościele"". Brazylia nie chce pomocy od G7,__label__2
Linia lotnicza planuje zwolnienia. Pracę straci kilkaset osób,__label__2
Zamach bombowy w meczecie. Wśród ofiar brat przywódcy talibów,__label__2
Prezydent ustąpił ale oni domagają się radykalnych zmian,__label__2
Szczerski nie chce być komisarzem. Rząd proponuje Wojciechowskiego,__label__2
Prezydent Azerbejdżanu wyznaczył nowego premiera. Parlament zgodził się jednomyślnie,__label__2
Timmermans o nazistowskich sądach europosłanka PiS o sowieckich komisarzach,__label__2
Robert Mugabe nie żyje. Były prezydent Zimbabwe miał 95 lat,__label__2
Gdy Greta Thunberg zobaczyła Donalda Trumpa,__label__2
Skazana na 25 lat za korupcję.Proces byłej prezydent do powtórki,__label__2
""Policjant oddał w samoobronie jeden strzał",__label__2,,,
Sankcje za atak hakerski. Sponsorowała go Korea Północna,__label__2,,,
Wotum nieufności impeachment? Opozycja zastanawia się nad krokami wobec Johnsona,__label__2,,,
Wyrywali cegły z chodników rzucali koktajlami Mołotowa. Policja oddała strzał ostrzegawczy,__label__2,,,
"Demokraci mówią dość chcą impeachmentu Trumpa. ""Tama została zerwana""",__label__2,,,
Huragan Lorenzo sunie przez Ocean Atlantycki. Może uderzyć w Azory,__label__2,,,
Niebo nad Phoenix białe od błyskawic. Ulewy w Arizonie,__label__2,,,
"Wepchnięty do prywatnego samochodu"". Czołowi hongkońscy aktywiści zatrzymani,__label__2
Odwołane loty czerwone alarmy. Hagibis uderzy w Japonię,__label__2
Trump ma nowego rywala w walce o nominację w wyborach,__label__2
Macron złoży hołd ofiarom ataku nożownika. Opozycja za dymisją szefa MSW,__label__2
Chcieli uciszyć koguta bo piał za głośno. Sąd im nie pozwolił,__label__2
""Sędzia zdecydował że jeszcze się poznęca"". Jaszyn w ciągu miesiąca cztery razy w areszcie,__label__2
Król wyszedł ze szpitala. ""Wyglądało to tak jak gdyby przejechała po mnie ciężarówka",__label__2,,,
Trąby powietrzne w Maladze. Jedna spowodowała wybuch,__label__2,,,
Nowe informacje z Arabii Saudyjskiej. Duże spadki cen ropy,__label__2,,,
Na ulicach Moskwy trwa ważny sprawdzian,__label__2,,,
Chcą odejścia Maduro ale wykluczają interwencję wojskową,__label__2,,,
"Dzieci skute kajdanami wykorzystywane seksualnie. Policja zlikwidowała ""dom tortur""",__label__2,,,
Odsiaduje wyrok dożywocia za zabójstwo Roberta Kennedy'ego. Został zaatakowany,__label__2,,,
Izrael jest przygotowany do zwiększenia pomocy humanitarnej dla dzielnych Kurdów,__label__2,,,
"Chciał wypędzić z Kremla ""demona Putina"". Szaman ""uprowadzony"" w drodze do Moskwy",__label__2,,,
Tajfun Lingling uderzył w Półwysep Koreański. Nie żyje co najmniej osiem osób,__label__2,,,
"Amerykański huragan uderzył w Polskę"". Media w Rosji komentują decyzję Trumpa,__label__2
""Różnorodność jest piękna"". Papież apeluje by być ""obrońcami prawdziwej kultury spotkania",__label__2,,,
Pijana stewardessa na pokładzie.Nie potrafiła powiedzieć gdzie jest,__label__2,,,
Proces o negatywne opinie. Restaurator pozwał portal turystyczny,__label__2,,,
Bolsonaro: brazylijskie lasy to nie płuca świata nie są częścią światowego dziedzictwa,__label__2,,,
Siedem ofiar śmiertelnych powodzi w Hiszpanii. Straty na ponad 200 milionów euro,__label__2,,,
Organizator pokojowych protestów zaatakowany w restauracji,__label__2,,,
Kolejne rosyjskie systemy rakietowe dotarły do Turcji,__label__2,,,
"Londyn chce negocjować Unia sceptyczna. ""Czas na gierki polityczne szybko się kończy""",__label__2,,,
Protesty i strzały ostrzegawcze na Ukrainie,__label__2,,,
USA będą mogły nałożyć karne cła na unijne produkty. Rekordowa kara,__label__2,,,
"Starożytne miasto wkrótce pochłonie woda. ""Zabrali nam dom""",__label__2,,,
Amerykanie chcieli dalszego zatrzymania tankowca Grace 1. Gibraltar odrzucił wniosek,__label__2,,,
Nawet gdyby chciał i tak nie wjedzie do USA. Castro objęty sankcjami,__label__2,,,
Putin symbolicznie pogrążył się w otchłani,__label__2,,,
Bez wiz do USA? Premier: liczę na to ale mam obawy żeby za dużo ludzi nie chciało wyjechać,__label__2,,,
"Śmierć pana Epsteina rodzi poważne pytania"". Miliarderowi groziło 45 lat więzienia,__label__2
Rząd robi krok w tył w sprawie wieku emerytalnego,__label__2
Gaz na ulicach. Starcia z demonstrantami we Francji,__label__2
Prezydent: przymykanie oczu to nie recepta na zachowanie pokoju,__label__2
""Chcemy być pomocni w brexicie",__label__2,,,
Papież podpisał dekret. Droga do beatyfikacji prymasa Wyszyńskiego otwarta,__label__2,,,
Tysiące Pakistańczyków wzięły udział w akcjach solidarności z Kaszmirem,__label__2,,,
"Oszukują nasz kraj od ponad 25 lat"". Trump o konflikcie z Chinami,__label__2
Johnson: 15 października konieczne są wybory Izba nie pozostawiła innej opcji,__label__2
Ukraina nie opublikuje swojej wersji rozmowyz Trumpem. Zełenski: byłoby to niewłaściwe,__label__2
Ostro tłumione protesty zabici i ranni. ""To nie rząd to zbieranina partii które zniszczyły Irak",__label__2,,,
Mężczyźnie urosły piersi. Ma dostać za to osiem miliardów dolarów,__label__2,,,
Został postrzelony przez policjantaw czasie protestów. Usłyszał zarzuty,__label__2,,,
Tragiczny finał poszukiwań paralotniarza w Słowenii. Polak znaleziony martwy,__label__2,,,
"Muchy są wszędzie. To niemożliwe!"". Inwazja na Uralu,__label__2
""To jest budżet bez precedensu"". Irlandia szykuje się na brexit bez umowy,__label__2
Opanowano ogień na Gran Canarii. Ten pożar to ""dramat ogólnonarodowy",__label__2,,,
Zamach godzinę po rozpoczęciu wyborów. Są ranni,__label__2,,,
Europa nie może być zjednoczona bez silnej więzi przyjaźni między Niemcami i Polakami,__label__2,,,
Anna Maria Anders zrezygnowała z mandatu senatora. Ma zostać ambasadorem,__label__2,,,
I co zrobią żołnierze? Będą do nich strzelać,__label__2,,,
"Aktor skazany na 35 roku więzienia.""Po prostu znalazł się w niewłaściwym miejscu""",__label__2,,,
"Kazali mu przegrać żeby nie trafił na Izraelczyka. ""Boję się""",__label__2,,,
To co się stało przypomina wypowiedzenie wojny,__label__2,,,
Sąd umorzył sprawę. Prokuratura wini Air France za wypadek sprzed dziesięciu lat,__label__2,,,
Po fali oburzenia w Chinach modowy gigant przeprasza za koszulki,__label__2,,,
Erdogan jedzie do Moskwy. Ostrzega Putina,__label__2,,,
"Premier Danii ""rozczarowana i zaskoczona"" decyzją Trumpa",__label__2,,,
"Kilka wsi ""wyzwolonych"" zbombardowane miasta. Turcy atakują w Syrii",__label__2,,,
Turcja ostrzega przed zakończeniem współpracy z USA,__label__2,,,
Bolsonaro wysyła wojsko do walki z pożarami,__label__2,,,
Dziewięciolatka podbija światowe wybiegi. Mała modelka bez nóg,__label__2,,,
"Jeden z największych przypadków prania pieniędzy. ""Tak duże kwoty są rzadkie""",__label__2,,,
"Szojgu o trzech zagrożeniach ze strony NATO i ich ""neutralizacji""",__label__2,,,
Kolejna odsłona wojny handlowej USA-Chiny. Nowe cła weszły w życie,__label__2,,,
Co poczułam kiedy ją zobaczyłam? Że właśnie teraz w wieku 46 lat urodziłam córkę,__label__2,,,
Ukradła ketchup ten przyniósł jej pecha,__label__2,,,
Niebieski diament znaleziony w RPA,__label__2,,,
Rebelianci Huti: zestrzeliliśmy amerykańskiego drona,__label__2,,,
"BBC: Królowa w środku burzy. Teraz Sąd Najwyższy ""oświetla królestwo""",__label__2,,,
Prezydent Trump: zgodziłem się na włączenie Polski do programu ruchu bezwizowego,__label__2,,,
Rosyjski airbus awaryjnie lądował w polu kukurydzy. Kreml uznał pilotów za bohaterów,__label__2,,,
Netanjahu nie pojedzie na Zgromadzenie Ogólne ONZ,__label__2,,,
Polski generał na wysokim stanowisku w NATO,__label__2,,,
Co wydarzyło się w najgorszym dniu w historii Ziemi,__label__2,,,
Funkcjonariusz więzienny wjechał samochodem w ludzi protestujących na ulicy,__label__2,,,
Zabójcza Lekima. Bilans jej ofiar śmiertelnych wzrósł,__label__2,,,
Drony zaatakowały rafinerie saudyjskiego giganta,__label__2,,,
Merkel podziękowała między innymi Polakom za wkład w zjednoczenie Niemiec,__label__2,,,
Świątynia tygrysów. Po trzech latach od jej zamknięcia padła połowa zwierząt,__label__2,,,
Matka ziemia się złości. Indianie próbują pogodzić ją z człowiekiem,__label__2,,,
Zełenski poleci do USA. Będzie rozmawiał z Trumpem,__label__2,,,
Co ze strajkiem części pilotów Ryanaira? Jest decyzja sądu,__label__2,,,
"Najsilniejszy tajfun w ostatnich latach"". Faxai grasuje,__label__2
Siły bezpieczeństwa ""muszą zdecydowanie stawić czoła tym którzy naruszyli konstytucję",__label__2,,,
Anglia w deszczu. Parlament podtopiony,__label__2,,,
Tydzień opadów i 59 ofiar śmiertelnych,__label__2,,,
Pożary we Francji. Kilkuset strażaków walczy z płomieniami,__label__2,,,
Skazany za pedofilię kardynał złożył apelację,__label__2,,,
"Niewidzialne"" bombowce wylądowały.""Będą latać i prowadzić misje w całej Europie",__label__2,,,
"Nazywano ją ""domem strachów"". W willi znaleziono kości",__label__2,,,
"Deklaracja ws. 5G podpisana. ""Będzie ważnym przykładem dla reszty Europy""",__label__2,,,
Na Syberii krytycznie spadła liczba reniferów,__label__2,,,
Amerykański sąd zarządził przejęcie irańskiego tankowca Grace 1,__label__2,,,
Ekshumacje i porządkowanie miejsc pamięci. Ustalenia Dudy i Zełenskiego,__label__2,,,
Terroryści otworzyli ogień w bazie wojskowej. Wcześniej zaatakowali włoski konwój,__label__2,,,
Zmiana warty nad Bałtykiem. Czas na Belgów Czechów i Duńczyków,__label__2,,,
Irlandia po przejściu burzy Lorenzo. Zalane budynki brak prądu,__label__2,,,
Trump zapewnia: monitoruję huragan Dorian. Zwrócił się z apelem do mieszkańców,__label__2,,,
Izraelka zginęła w palestyńskim ataku,__label__2,,,
Po wybuchu rakiety w czasie testu. Doradca Trumpa: Rosjanie kradną nasze technologie,__label__2,,,
Śmierć trzech pracowników ONZ w Libii,__label__2,,,
"Deszcz z plastikiem w Górach Skalistych. ""Jest teraz częścią naszego środowiska""",__label__2,,,
"Macron chce ""automatycznego europejskiego mechanizmu przyjmowania migrantów""",__label__2,,,
"Johnson bardzo nie chce opóźniać brexitu. ""Wolałbym skonać w rowie""",__label__2,,,
Do wglądu nawet prywatna korespondencja. Johnson przegrał kolejne głosowanie,__label__2,,,
"Znów może być ze swoją rodziną"".Pracownik brytyjskiego konsulatu uwolniony,__label__2
Urodziła martwego syna została skazana na30 lat więzienia. Ma szansę na uniewinnienie,__label__2
Troje dzieci strażaka zginęło w pożarze. On sam w tym czasie pojechał do fałszywego wezwania,__label__2
Pompeo przypomniał w Watykanieo sojuszu w ""walce z imperium zła",__label__2,,,
"Wartość danych przewyższyła wartość ropy"". Facebook może zapłacić rekordową karę,__label__2
Wojciechowski bez zielonego światła. Komisja niezadowolona chce dodatkowych odpowiedzi,__label__2
""Nie będzie umowy w sprawie brexitu bez usunięcia backstopu",__label__2,,,
Chiny w roli godzącego Japonię i Koreę Południową,__label__2,,,
Unia chce umowy. Pozostajemy zjednoczenii gotowi do pracy 24 godziny na dobę,__label__2,,,
"Testy rakiet przeprowadzano w tym miejscu już wcześniej. ""Nic o tym nie wiedzieliście""",__label__2,,,
Polacy uwięzieni na wodach Antarktyki. Brawurowa akcja ratunkowa,__label__2,,,
Były parlamentarzysta skazany na areszt,__label__2,,,
Rodzice byłego premiera z wyrokami więzienia w zawieszeniu,__label__2,,,
Samochód wjechał do lobby Trump Plaza,__label__2,,,
"Misja komisji von der Leyen ""może przerodzić się w misję samobójczą""",__label__2,,,
"Najszybsza kobieta na czterech kółkach"" nie żyje. Zginęła podczas próby bicia rekordu,__label__2
Hiszpański dziennik o wybuchu wojny: sojusznicy zostawili Polskę,__label__2
Emmanuel Macron ""powinien ostrożnie postępować z Moskwą",__label__2,,,
Ostatni raz tak źle z brytyjską gospodarką było siedem lat temu,__label__2,,,
80 lat temu uśpienie rozumu obudziło straszne potwory w sercu Europy,__label__2,,,
Syn prezydenta Brazylii ambasadorem w USA? Prokuratura chce zmiany przepisów,__label__2,,,
Właściciel restauracji zaatakował turystów. Władze zburzyły mu lokal,__label__2,,,
Ranni i ponad tysiąc interwencji. Burze w Niemczech,__label__2,,,
Portugalski rząd wprowadził limity na sprzedaż paliw,__label__2,,,
Sąd Najwyższy: decyzja Johnsonao zawieszeniu parlamentu niezgodna z prawem,__label__2,,,
"Propagator etnicznej nienawiści"". Kontrowersje wokół laureata literackiego Nobla,__label__2
Bahamy po Dorianie. ""Ludzie zostali bez schronienia. Walczą o wodę jedzenie",__label__2,,,
Pence powiedział mi że jesteśmy na bardzo dobrej drodze by nie było wiz do USA,__label__2,,,
Buczenie okrzyki i pusta mównica. Trudny dzień Borisa Johnsona,__label__2,,,
Łódź wywróciła się na rzece. Co najmniej 12 ofiar śmiertelnych,__label__2,,,
Premier Katalonii: rząd regionu będzie dążył do secesji,__label__2,,,
Zmarł podczas seksu w podróży służbowej. Sąd: to wypadek przy pracy,__label__2,,,
"Rozmowy okazały się bezowocne"". Hiszpanom grożą nowe wybory,__label__2
Strzały na stacji kolejowej w Seattle. Napastnik na wolności,__label__2
Koniec finansowej dyskryminacji. Piłkarze i piłkarki zarobią tyle samo,__label__2
Dokumenty sądowe: nie będzie porozumienia Johnson poprosi o opóźnienie brexitu,__label__2
Polak zbiegł z więzienia w Neapolu. Media: pierwsza ucieczka od 100 lat,__label__2
Wysłannik USA uda się do Kataru i Afganistanu w sprawie negocjacji pokojowych,__label__2
Morawiecki: powinniśmy pracować nad nowym traktatem rozbrojeniowym,__label__2
To już pewne. Tegoroczny lipiec był najgorętszym miesiącem w historii pomiarów,__label__2
ONZ: wkrótce zacznie prace komisja konstytucyjna dla Syrii,__label__2
Dlaczego sprowadzamy węgiel z Mozambiku?,__label__2
Kobiety przyniosły szczęście. 14:0 w historycznym meczu,__label__2
Amerykanie mówią o porozumieniu talibowie zabijają. Celem ""zagraniczne siły",__label__2,,,
Jest decyzja gdzie w Polsce przybędzie amerykańskich żołnierzy,__label__2,,,
"Tsunami"" ""zimny prysznic"" i tysiące zagrożonych miejsc pracy,__label__2
Mieszkańcy Florydy szturmują sklepy przed atakiem huraganu,__label__2
""Przejrzystość zapewnia prawdę"". Netanjahu chce transmisji swego przesłuchania,__label__2
""Kamień milowy na drodze do zbudowania Baltic Pipe"". Jest pierwszy kontrakt,__label__2
""Nie można dalej odkładać zejściana ląd tych bezbronnych osób",__label__2,,,
Johnson: opozycja się zmówiła i próbuje sprawić byśmy utknęli w Unii Europejskiej,__label__2,,,
"Komisarz ONZ o ""kurczeniu się przestrzeni demokratycznej"" w Brazylii",__label__2,,,
Zgoda władz i błogosławieństwo papieża. Przełomowe święcenia biskupie w Chinach,__label__2,,,
Strzelanina w Filadelfii ranni policjanci. Napastnik zatrzymany,__label__2,,,
Ewentualni wspólnicy nie powinni spać spokojnie,__label__2,,,
"Czołg przed stadionem w Serbii. ""Świętują jedną z najgorszych zbrodni w naszej historii""",__label__2,,,
"Pożary na Gran Canarii. ""Dym utrudniał oddychanie""",__label__2,,,
"Nie pozwólcie by wam skradziono radość"". Papież w Mozambiku mówił o Eusebio,__label__2
Inicjatorka akcji #MeToo we Francji skazana za zniesławienie,__label__2
Meksykańscy policjanci zablokowali największe lotnisko w Ameryce Łacińskiej,__label__2
""Czy wiesz w ogóle kim ja jestem?"" Ofiary ""boga Hollywood"" mówią prawie wszystko,__label__2
Premier Japonii szykuje spore przetasowania,__label__2
Huragan Humberto rośnie w siłę. Na jego drodze znajdują się Bermudy,__label__2
Twitter zablokuje reklamy państwowych mediów,__label__2
Europa ogrzewa się szybciej niż sądzono,__label__2
""Ulice Londynu zalejmy krwią"".Polak skazany w Wielkiej Brytanii,__label__2
Nawalny kandydatem do nagrody Sacharowa,__label__2
Zamordował dwie kobiety trzecia ocalała. ""Hollywoodzki Rozpruwacz"" uznany za winnego,__label__2
Nie odnaleźli wszystkich. Koniec poszukiwań po tragicznym pożarze statku,__label__2
Stany Zjednoczone opóźniają wejście w życie kolejnych ceł dla Chin,__label__2
Cztery dni pracy i weekend? Minister: trzeba na to poczekać jeszcze 40-50 lat,__label__2
Niebezpieczny upał i setki tysięcy domów bez prądu. Japonia walczy ze skutkami tajfunu,__label__2
Von der Leyen ma już wszystkich kandydatów na komisarzy,__label__2
Pożar na Gran Canarii. Ewakuowano ponad 2000 osób,__label__2
Indyjska agencja kosmiczna utraciła kontakt z lądownikiem księżycowym Vikram,__label__2
Nastolatka z Irlandii zaginęła w malezyjskiej dżungli. ""Nie wiemy jak długo przeżyje",__label__2,,,
Watykan zmuszony do zaciskania pasa. Długi wzrosły dwukrotnie,__label__2,,,
OLAF zakończył dochodzeniew sprawie Wojciechowskiego,__label__2,,,
"Przepraszam za spóźnienie. Utknąłemw korku"". Rosyjski robot dotarł do celu,__label__2
Ogłosił że chińskie oddziały wkroczyły do Indii. W mediach poruszenie armia zaprzecza,__label__2
Poważna awaria w Wielkiej Brytanii. Setki tysięcy osób nie miało prądu,__label__2
Powodzie błyskawiczne w Maroku. Zginęło co najmniej siedem osób,__label__2
Prawie dwa miliony ludzi w parku Wiktorii. Władze Hongkongu mówią o 130 tysiącach,__label__2
""Wydaliśmy już ogromne kwoty pomagając Kurdom",__label__2,,,
Były premier Włoch pozbywa się akcji i obligacji,__label__2,,,
Powinien być pan w Brukseli i negocjować,__label__2,,,
Macron: Zmiany w kwestiach klimatu blokuje Polska. To tam powinno się protestować,__label__2,,,
Stany Zjednoczone wzywają wszystkie strony konfliktu do powstrzymania się od przemocy,__label__2,,,
Jeden z najbogatszych Szwedów nie żyje,__label__2,,,
Palestyńczycy jednak przyjmą pieniądze od Izraela,__label__2,,,
"Dla mnie jest pani gwiazdą"". Kandydatka na unijną komisarz w ogniu pytań,__label__2
Madryt wzmacnia siły policyjne w Katalonii,__label__2
Johnson: uszanujemy orzeczenie ale nie sądzę że jest słuszne,__label__2
Teheran wysyła swój najlepszy niszczyciel do Zatoki Adeńskiej,__label__2
Otworzył ogień w meczecie. Jedna osoba ranna,__label__2
Już odsiaduje jedną karę. Były prezydent usłyszał kolejny wyrok,__label__2
Wstrząsy w Stambule. Zawaliły się minarety,__label__2
W Rosji nie protestują już tylko w Czeczeniii na Czukotce,__label__2
Pisano że umarł teraz pojawił się w telewizji. Prezydent ""wyglądał na zdrowego",__label__2,,,
"Niestety utknąłem w Moskwie"". Snowden chce azylu w Niemczech,__label__2
Eksplozje w Strefie Gazy. ""Ręce które dokonały tej zbrodni nie uciekną przed karą",__label__2,,,
"Żona ""zauważyła nietypowe zachowanie męża"". Dzień później zaatakował w komisariacie",__label__2,,,
"Donald Trump doczekał się dziesiątego wnuka. ""Z przyjemnością witamy Carolinę Dorothy""",__label__2,,,
Burza tropikalna Krosa zagraża milionom Japończyków,__label__2,,,
Ćwiczenia próby rakietowe i kryzys w negocjacjach. Waszyngton gotowy wznowić rozmowy,__label__2,,,
Samoloty czołgi kobiece oddziały nowe pociski i gołębie pokoju. Pokaz mocy w Pekinie,__label__2,,,
Hiszpania płonie. Tym razem żywioł trawi Malagę,__label__2,,,
Potężna fala czasowych migrantów w Polsce. Wyprzedziliśmy nawet USA,__label__2,,,
"Zdrajca zdrajca"" ""bez honoru"" ""hańba"". Rząd Giuseppe Contego z poparciem senatorów,__label__2
Korea Północna chce u siebie mniej personelu ONZ. ""Jesteśmy zaskoczeni potrzeby wzrosły",__label__2,,,
"Corbyn chce powstrzymać Johnsona. ""Istnieją tylko dwa sposoby na zrealizowanie tego""",__label__2,,,
Atak zimy w Ekwadorze. Kierowcy utknęli na autostradzie,__label__2,,,
Będziemy walczyć by obronić każdą kroplę ukraińskich interesów,__label__2,,,
"Cofamy się"". Coraz mniej krajów w Europie wolnych od odry,__label__2
Trump grozi wyjściem USA ze Światowej Organizacji Handlu. ""Oszukują nas od lat",__label__2,,,
Populacja ptaków w Ameryce Północnej spadła o prawie trzy miliardy w niespełna 50 lat,__label__2,,,
Zatrważająca pożoga. Mobilne kliniki ruszyły na pomoc poszkodowanym,__label__2,,,
"Scenariusz ""Conte bis"" niepewny.  ""Cierpliwość ma granice""",__label__2,,,
Korea Północna wystrzeliła dwie rakiety balistyczne krótkiego zasięgu,__label__2,,,
Prezydent Argentyny przegrał w prawyborach ale obiecuje zwycięstwo,__label__2,,,
70 aresztowanych w akcji przeciwko handlowi dziećmi,__label__2,,,
Tunezyjczycy wybrali. Triumf islamistycznej partii,__label__2,,,
Tikiri ma nieść błogosławieństwo. Sama wygląda jak siedem nieszczęść,__label__2,,,
Kreml: USA mogą wpłynąć na rozwiązanie konfliktu w Donbasie,__label__2,,,
Wątpliwości w sprawie konfliktu interesów. Kandydatka na unijną komisarz ma złożyć wyjaśnienia,__label__2,,,
Trump: Kochamy naszych polskich przyjaciół. Będę tam wkrótce,__label__2,,,
Biden i Warren sondażowymi liderami demokratów,__label__2,,,
Trzy potężne żywioły na jednym zdjęciu. Szczyt sezonu na huragany,__label__2,,,
"Test przygotowywano ponad rok rosyjscynaukowcy zginęli. ""Ci ludzie byli naszą elitą""",__label__2,,,
"Donald Trump oczekuje od Chin ""humanitarnego"" potraktowania Hongkongu",__label__2,,,
Łukaszenka: moje dzieci nie szykują się do żadnej sukcesji,__label__2,,,
Premier wraca do tematu reparacji od Niemiec,__label__2,,,
"Ważny świadek"" w sprawie katastrofy MH17 zwolniony z aresztu,__label__2
Płoną drugie zielone płuca Ziemi. ""To skomplikowane",__label__2,,,
"Belgijskie ulgi pod lupą Brukseli. ""Wszystkie firmy muszą płacić sprawiedliwie podatki""",__label__2,,,
"Czarna woda w kranach władze uspokajająże ""analizy nie wykazały ostrej toksyczności""",__label__2,,,
"Ładunek wybuchowy umieszczono na motorze"". 10 osób nie żyje,__label__2
Izba Lordów przyjęła ""ustawę o kapitulacji",__label__2,,,
Dowodził obroną przeciwlotniczą separatystów. Holendrzy chcą go przesłuchać,__label__2,,,
"Pytanie co powie Pence?"". Niemieckie media o wizycie wiceprezydenta USA w Polsce,__label__2
Prawie 2 miliony osób skreślonych z listy obywateli Indii,__label__2
Leżą na plaży i promieniują. Władze wywożą niebezpieczne pontony,__label__2
Pjongjang: w piątek ""wstępny kontakt"" z USA,__label__2
Dwóch żołnierzy NATO i 10 cywilów zginęło w Afganistanie,__label__2
Ktoś wysłał fundacji Nawalnego pieniądzez zagranicy. ""Płatność wygląda na prowokację",__label__2,,,
Kandydat na prezydenta w areszcie,__label__2,,,
"Nie bójmy się optymizmu"". Główny doradca ekonomiczny Trumpa o widmie recesji,__label__2
Wojciechowski pod lupą unijnego urzędu zwalczającego nadużycia finansowe,__label__2
Nadchodzą największe zwolnienia w historii,__label__2
14 szwów i podbite oko. 95-letniJimmy Carter upadł w swoim domu,__label__2
Ślady nowiczoka wykryte u drugiego policjanta wezwanego do Skripala,__label__2
Prezydent Iranu: Teheran nigdy nie chciał broni jądrowej,__label__2
Samolot zapalił się tuż przed startem. Na pokładzie byli amerykańscy żołnierze,__label__2
Sąd ogłosił wyrok dla kolejnego aktywisty. Służby wyprowadzały ludzi siłą z sali rozpraw,__label__2
W amerykańskiej Montanie spadł śnieg,__label__2
FIFA twierdzi że kobiety będą mogły oglądać mecze na stadionach w Iranie,__label__2
Kluczowy podejrzany w sprawie ataków na WTC. USA ujawnią jego nazwisko,__label__2
Berlusconi wybiera się z biznesmenamiw podróż. Orban: będziemy współpracować,__label__2
Napięta sytuacja w Hongkongu. Przełożono tenisowy turniej kobiet,__label__2
""Premier powtórzył że opuścimy Unię31 października niezależnie od okoliczności",__label__2,,,
Wciąż słychać grzmoty. Sprawdź gdzie jest burza,__label__2,,,
Papież: bogactwo może skłonić do wznoszenia murów podziałów i dyskryminacji,__label__2,,,
"Droga ""pamiątka z wakacji"". Turyści mogą trafić za kratki nawet na sześć lat",__label__2,,,
Rozmowy w sprawie brexitu wznowione nowych propozycji brak,__label__2,,,
"USA ""nie pozwolą Iranowi wykorzystać programu rakiet kosmicznych jako osłony""",__label__2,,,
"Szef rosyjskiego wywiadu broni paktu Stalinaz Hitlerem krytykuje ""pryncypialnych"" Polaków",__label__2,,,
Zaatakowali demonstrantów przy użyciu fajerwerków. Zostali zatrzymani,__label__2,,,
Armia Asada nie przerywa ofensywy. Kolejne ofiary walk w ostatnim bastionie rebeliantów,__label__2,,,
Połamane drzewa brak prądu paraliż komunikacyjny. Dorian dotarł do Kanady,__label__2,,,
Nie chcemy zatopić statku bo Włochy to my wszyscy,__label__2,,,
Ostrza w felgach oraz karabiny maszynowe. Auto Bonda sprzedane za imponującą kwotę,__label__2,,,
"Na oczach dzieci i żony rzucają człowieka na podłogę"". Łukaszenka krytycznie o służbach,__label__2
Za zakrywanie twarzy zatrzymano już 77 osób. Najmłodsza ma 12 lat,__label__2
""Polacy ocierają się o Nobla"". Ich wkład w badanie egzoplanet jest znany na świecie,__label__2
Córka byłego numeru 1 numerem 2,__label__2
Hiszpania gotowa przyjąć statek z migrantami. ""To siedem dni żeglugi nie dopłyniemy",__label__2,,,
Złamali zakaz protestują piętnasty weekendz rzędu. Doszło do przepychanek,__label__2,,,
Jeden z najbogatszych ludzi na świecie nie żyje,__label__2,,,
Atak przy stacji metra we Francji. Jedna osoba nie żyje są ranni,__label__2,,,
